member_id,R,F,M,r_grade,f_grade,m_grade
136193878@n,218,1,38700.0,2,1,1
13620975@n,13,1,29900.0,4,1,1
13626843@n,181,1,41900.0,2,1,1
1362777641@g,214,1,35000.0,2,1,1
136289529@n,150,1,40900.0,3,1,1
13633004@n,248,1,37800.0,2,1,1
1363376@n,119,1,11700.0,3,1,1
136464338@n,118,1,35900.0,3,1,1
136537678@n,161,1,15239.0,3,1,1
13654035@n,295,1,35738.0,1,1,1
136555056@n,216,1,28800.0,2,1,1
13655748@n,314,1,38800.0,1,1,1
13655928@n,154,1,50500.0,3,1,1
13660401@n,5,1,28000.0,4,1,1
13660625@n,317,1,38900.0,1,1,1
136614726@n,56,2,125100.0,4,2,3
136669728@n,9,1,48800.0,4,1,1
13673706@n,169,1,14900.0,3,1,1
136752807@n,204,1,69400.0,2,1,2
13679574@n,65,2,100300.0,4,2,2
136855625@n,183,2,64208.0,2,2,2
136861037@n,341,1,38700.0,1,1,1
136889191@n,259,2,32300.0,2,2,1
13690766@n,144,1,40900.0,3,1,1
136957667@n,262,2,51221.0,2,2,1
136992382@n,344,1,38700.0,1,1,1
137020848@n,116,3,90436.0,3,3,2
137044510@n,202,1,40000.0,2,1,1
13713616@n,50,1,52700.0,4,1,1
13714366@n,67,1,27400.0,4,1,1
137201742@n,215,1,38800.0,2,1,1
137242694@n,205,1,69200.0,2,1,2
13727967@n,27,2,80991.0,4,2,2
137403993@n,272,1,28300.0,2,1,1
137447813@n,79,2,73350.0,4,2,2
137483021@n,75,1,81300.0,4,1,2
137501497@n,183,2,77439.0,2,2,2
137530112@n,75,1,103300.0,4,1,3
137535711@n,162,1,40900.0,3,1,1
13755125@n,182,2,65700.0,2,2,2
13768736@n,182,1,40000.0,2,1,1
13771115@n,228,1,41800.0,2,1,1
13783616@n,119,1,49800.0,3,1,1
1378459@n,49,1,32900.0,4,1,1
138056988@n,65,2,81100.0,4,2,2
13810166@n,73,1,15500.0,4,1,1
13810583@n,127,1,40900.0,3,1,1
138220053@n,119,1,40900.0,3,1,1
13824544@n,266,1,38700.0,2,1,1
138279308@n,130,1,31900.0,3,1,1
13839364@n,61,1,31400.0,4,1,1
138499477@n,363,1,89200.0,1,1,2
13861177@n,63,1,15500.0,4,1,1
138618657@n,113,1,11700.0,3,1,1
13869810@n,67,1,78720.0,4,1,2
13874854@n,23,3,46200.0,4,3,1
13876323@n,62,1,60200.0,4,1,2
13885892@n,94,1,154000.0,3,1,3
13891200@n,65,1,31400.0,4,1,1
138930672@n,88,2,108600.0,4,2,3
13893522@n,84,1,49800.0,4,1,1
13895610@n,349,1,38700.0,1,1,1
13913115@n,140,2,76693.0,3,2,2
139205768@n,80,2,77100.0,4,2,2
13929420@n,252,1,40700.0,2,1,1
13930489@n,288,1,37090.0,1,1,1
13935375@n,288,1,50900.0,1,1,1
13936871@n,341,1,36900.0,1,1,1
139586836@n,98,1,41900.0,3,1,1
139607445@n,194,1,31500.0,2,1,1
13966661@n,140,1,49200.0,3,1,1
139721373@n,266,1,39563.0,2,1,1
139748004@n,83,2,79439.0,4,2,2
13989042@n,22,1,22100.0,4,1,1
14004440@n,61,1,15500.0,4,1,1
140063023@n,144,1,87700.0,3,1,2
14007379@n,64,1,31400.0,4,1,1
14012091@n,84,1,61800.0,4,1,2
14028895@n,72,1,32400.0,4,1,1
140291774@n,52,1,51800.0,4,1,1
14029488@n,125,2,73679.0,3,2,2
14043204@n,85,1,15900.0,4,1,1
14047335@n,244,1,36500.0,2,1,1
140669775@n,81,1,48800.0,4,1,1
14071047@n,230,1,13900.0,2,1,1
14110107@n,226,1,37539.0,2,1,1
141142334@n,98,1,13900.0,3,1,1
14120302@n,27,2,80700.0,4,2,2
141286148@n,201,1,44900.0,2,1,1
14133803@n,216,1,36000.0,2,1,1
14145095@n,13,2,84800.0,4,2,2
14146194@n,309,1,75800.0,1,1,2
141511397@n,245,1,52600.0,2,1,1
141813693@n,105,1,9900.0,3,1,1
14184462@n,61,1,82800.0,4,1,2
141846985@n,68,1,33400.0,4,1,1
14202970@n,75,1,24300.0,4,1,1
14203766@n,98,1,40900.0,3,1,1
14210535@n,126,1,31900.0,3,1,1
14215057@n,275,1,115500.0,1,1,3
14216917@n,72,1,32400.0,4,1,1
14224312@n,34,1,38900.0,4,1,1
14228024@n,240,1,28900.0,2,1,1
14230756@n,139,1,76800.0,3,1,2
142378436@n,92,2,54800.0,3,2,2
14249202@n,273,1,41400.0,2,1,1
142540281@n,218,1,38700.0,2,1,1
14256448@n,122,1,16900.0,3,1,1
142657004@n,218,1,38700.0,2,1,1
14266497@n,98,1,56200.0,3,1,2
14281272@n,272,1,29900.0,2,1,1
142815117@n,139,1,81000.0,3,1,2
14285281@n,276,1,36400.0,1,1,1
14288213@n,219,1,29414.0,2,1,1
14289529@n,107,1,37900.0,3,1,1
14294762@n,262,1,28300.0,2,1,1
14296928@n,258,2,77600.0,2,2,2
142998251@n,345,1,37847.0,1,1,1
143060960@n,35,1,37900.0,4,1,1
14314968@n,28,1,34800.0,4,1,1
14329121@n,164,1,40000.0,3,1,1
143398110@n,200,1,31400.0,2,1,1
14364942@n,10,1,28800.0,4,1,1
14388720@n,162,1,49700.0,3,1,1
14404472@n,222,1,63500.0,2,1,2
14415497@n,24,1,34900.0,4,1,1
14422978@n,107,1,12700.0,3,1,1
144367694@n,200,1,14500.0,2,1,1
14456481@n,88,3,103068.0,4,3,3
144661890@n,275,1,66400.0,1,1,2
144689793@n,322,1,28900.0,1,1,1
14476044@n,110,1,36000.0,3,1,1
144963138@n,70,1,32400.0,4,1,1
1449739@n,143,1,70800.0,3,1,2
14498744@n,40,2,101770.0,4,2,2
145139852@n,65,1,31400.0,4,1,1
14522298@n,112,1,37000.0,3,1,1
14525893@n,131,1,42300.0,3,1,1
14530654@n,168,3,88268.0,3,3,2
14537647@n,344,1,28900.0,1,1,1
14542907@n,305,1,37606.0,1,1,1
14558905@n,64,3,60100.0,4,3,2
145597389@n,120,1,38800.0,3,1,1
14565604@n,283,1,38700.0,1,1,1
14583248@n,71,1,30900.0,4,1,1
14587688@n,71,1,27644.0,4,1,1
145936328@n,160,1,26800.0,3,1,1
1459555@n,203,1,34200.0,2,1,1
14602101@n,61,1,35400.0,4,1,1
14611723@n,162,1,40900.0,3,1,1
146184423@n,175,1,14900.0,3,1,1
14621403@n,176,1,15900.0,3,1,1
14630275@n,175,1,16900.0,3,1,1
146334870@n,202,1,40000.0,2,1,1
14640499@n,175,1,38900.0,3,1,1
14640657@n,121,1,40900.0,3,1,1
146523203@n,334,1,47900.0,1,1,1
14663324@n,170,1,13900.0,3,1,1
146696075@n,51,1,39900.0,4,1,1
14677980@n,207,1,35000.0,2,1,1
14693019@n,218,1,69700.0,2,1,2
147092606@n,207,1,34200.0,2,1,1
14717714@n,76,1,31300.0,4,1,1
14719007@n,344,1,38900.0,1,1,1
147273607@n,79,1,39000.0,4,1,1
147333182@n,35,2,75117.0,4,2,2
1473610259@g,86,1,40900.0,4,1,1
147401943@n,162,2,57700.0,3,2,2
14751774@n,70,2,46300.0,4,2,1
147734476@n,164,1,40900.0,3,1,1
147743467@n,222,1,40300.0,2,1,1
14777623@n,118,1,23000.0,3,1,1
1478289887@g,11,2,43800.0,4,2,1
14802408@n,216,1,16100.0,2,1,1
14806618@n,334,1,31500.0,1,1,1
148130695@n,33,1,77700.0,4,1,2
148167387@n,63,1,14500.0,4,1,1
14821687@n,206,1,114000.0,2,1,3
14828872@n,16,1,39900.0,4,1,1
148385863@n,41,1,48700.0,4,1,1
148450035@n,316,1,38700.0,1,1,1
1485261@n,155,1,37100.0,3,1,1
14859378@n,7,1,40900.0,4,1,1
1486050@n,330,1,35400.0,1,1,1
148702089@n,59,2,150300.0,4,2,3
14876369@n,5,1,33900.0,4,1,1
148865021@n,209,1,7800.0,2,1,1
14890251@n,105,1,36000.0,3,1,1
148944339@n,204,1,35000.0,2,1,1
14895369@n,71,1,13700.0,4,1,1
14912886@n,185,1,49300.0,2,1,1
149130080@n,64,1,31400.0,4,1,1
14919996@n,74,1,32400.0,4,1,1
149241468@n,35,1,53200.0,4,1,2
14941598@n,216,1,35000.0,2,1,1
149476668@n,204,1,34200.0,2,1,1
14948164@n,86,2,81800.0,4,2,2
149510171@n,71,1,30900.0,4,1,1
14970352@n,324,1,38700.0,1,1,1
14972909@n,208,1,35000.0,2,1,1
14978846@n,36,3,119404.0,4,3,3
149813083@n,210,1,32400.0,2,1,1
149847959@n,225,1,15900.0,2,1,1
14993077@n,48,1,39800.0,4,1,1
15000310@n,25,1,34700.0,4,1,1
150004325@n,18,1,12900.0,4,1,1
150108105@n,202,1,30100.0,2,1,1
15014428@n,176,1,81700.0,3,1,2
15018369@n,279,1,37500.0,1,1,1
150233623@n,310,1,47300.0,1,1,1
15023749@n,69,1,36400.0,4,1,1
150240235@n,120,1,13900.0,3,1,1
15025391@n,84,1,40400.0,4,1,1
150343854@n,274,1,29900.0,2,1,1
150347623@n,156,1,70400.0,3,1,2
15047249@n,335,1,36900.0,1,1,1
150503268@n,74,1,50000.0,4,1,1
150516299@n,144,1,67696.0,3,1,2
15069210@n,98,2,75800.0,3,2,2
1507014622@g,74,1,32700.0,4,1,1
150734483@n,219,1,15400.0,2,1,1
15076461@n,115,2,43500.0,3,2,1
150813164@n,26,1,8900.0,4,1,1
15088661@n,6,1,13900.0,4,1,1
15089633@n,330,1,37279.0,1,1,1
15103283@n,246,1,38700.0,2,1,1
15105658@n,355,1,28900.0,1,1,1
151059571@n,105,1,57700.0,3,1,2
151086725@n,329,2,62086.0,1,2,2
151140263@n,53,1,36900.0,4,1,1
15116119@n,307,1,15900.0,1,1,1
151163288@n,80,1,41900.0,4,1,1
15121677@n,188,1,40900.0,2,1,1
15125319@n,91,1,28300.0,3,1,1
15137266@n,137,1,31900.0,3,1,1
1514764033@g,199,1,94500.0,2,1,2
15150265@n,320,1,39600.0,1,1,1
15159310@n,28,1,30900.0,4,1,1
151633180@n,267,1,31900.0,2,1,1
151707389@n,206,1,35000.0,2,1,1
15172720@n,76,2,84200.0,4,2,2
151744616@n,279,1,34400.0,1,1,1
15176444@n,188,1,15900.0,2,1,1
151947637@n,78,1,15900.0,4,1,1
152022723@n,130,1,31300.0,3,1,1
15206156@n,94,1,13900.0,3,1,1
152158144@n,219,1,34400.0,2,1,1
152177099@n,230,1,115500.0,2,1,3
152303487@n,73,1,23600.0,4,1,1
15251956@n,106,1,35000.0,3,1,1
152537863@n,10,2,93968.0,4,2,2
15257163@n,18,2,148600.0,4,2,3
15258213@n,84,1,46094.0,4,1,1
15268108@n,1,1,18100.0,4,1,1
15268541@n,30,1,41900.0,4,1,1
152714171@n,76,1,42300.0,4,1,1
152744214@n,137,1,31900.0,3,1,1
15279900@n,167,1,40900.0,3,1,1
1529250671@g,136,1,40900.0,3,1,1
15296754@n,278,1,112600.0,1,1,3
153156875@n,29,2,54900.0,4,2,2
15317817@n,273,1,47900.0,2,1,1
153265097@n,10,1,173100.0,4,1,3
153511651@n,161,1,37100.0,3,1,1
15353345@n,7,2,50600.0,4,2,1
153588778@n,130,1,33900.0,3,1,1
15360340@n,88,1,31300.0,4,1,1
1537150@n,72,1,46888.0,4,1,1
15383741@n,21,1,17100.0,4,1,1
153901761@n,16,4,101286.0,4,3,2
15410376@n,188,1,32700.0,2,1,1
15414852@n,83,1,79800.0,4,1,2
154279253@n,55,1,58400.0,4,1,2
154469241@n,190,1,42800.0,2,1,1
1545067998@k,213,1,31400.0,2,1,1
15451473@n,56,1,39000.0,4,1,1
1545188641@k,319,1,36900.0,1,1,1
154522047@n,91,1,12900.0,3,1,1
1545631090@k,91,1,40400.0,3,1,1
1545727173@k,224,1,38700.0,2,1,1
1545975758@k,295,1,39866.0,1,1,1
154603243@n,301,1,36900.0,1,1,1
1546358740@k,312,1,40800.0,1,1,1
1546380837@k,253,1,39765.0,2,1,1
154646562@n,67,1,112500.0,4,1,3
1546529230@k,15,2,71900.0,4,2,2
1546747016@k,274,1,51800.0,2,1,1
154689087@n,119,1,17900.0,3,1,1
15472641@n,187,1,32900.0,2,1,1
1547443160@k,212,1,34000.0,2,1,1
1547535460@k,356,1,14400.0,1,1,1
1547559142@k,20,1,38900.0,4,1,1
15477922@n,77,1,38900.0,4,1,1
1547868168@k,325,1,37700.0,1,1,1
154801673@n,27,1,72800.0,4,1,2
1548612152@k,93,2,75548.0,3,2,2
1548693357@k,211,1,34700.0,2,1,1
154873712@n,216,1,35000.0,2,1,1
15487935@n,183,1,69990.0,2,1,2
1548832943@k,216,2,197000.0,2,2,3
15491233@n,136,2,87900.0,3,2,2
1549328947@k,161,2,51400.0,3,2,1
154950993@n,356,1,31500.0,1,1,1
1549669709@k,61,1,36900.0,4,1,1
1549909871@k,26,1,35900.0,4,1,1
1549931962@k,220,2,74600.0,2,2,2
1550426715@k,355,1,17400.0,1,1,1
1551288718@k,125,1,17900.0,3,1,1
1551540636@k,273,2,136170.0,2,2,3
1552879321@k,71,1,85545.0,4,1,2
1552892450@k,332,1,4500.0,1,1,1
1553379717@k,51,1,38900.0,4,1,1
1553848994@k,204,2,149630.0,2,2,3
1553917391@k,292,1,36400.0,1,1,1
1554167764@k,298,1,37700.0,1,1,1
15548896@n,64,1,32128.0,4,1,1
1555218964@k,278,1,66551.0,1,1,2
1555239565@k,5,1,58200.0,4,1,2
1555397383@k,258,1,36900.0,2,1,1
1555601463@k,197,1,45773.0,2,1,1
15556041@n,9,1,12900.0,4,1,1
1555759327@k,196,1,47300.0,2,1,1
1555867200@k,232,3,104266.0,2,3,3
1555883376@k,68,2,50200.0,4,2,1
1555885469@k,112,1,30988.0,3,1,1
1555946949@k,353,1,44400.0,1,1,1
155598088@n,71,2,96850.0,4,2,2
1556064961@k,259,1,46247.0,2,1,1
1556135085@k,188,2,89400.0,2,2,2
1556359789@k,31,5,179602.0,4,4,3
1556437438@k,129,1,41900.0,3,1,1
1556449387@k,86,1,40900.0,4,1,1
1556660534@k,352,1,34400.0,1,1,1
1556679260@k,27,3,109500.0,4,3,3
1556800394@k,130,1,35800.0,3,1,1
155687648@n,79,2,136000.0,4,2,3
15569764@n,49,1,40900.0,4,1,1
1556977203@k,326,1,39402.0,1,1,1
1557118493@k,291,1,40700.0,1,1,1
1557203937@k,222,1,17400.0,2,1,1
1557215927@k,64,2,66748.0,4,2,2
1557295577@k,34,1,39512.0,4,1,1
1557314389@k,173,2,59648.0,3,2,2
1557357221@k,76,1,41000.0,4,1,1
155748037@n,109,1,24800.0,3,1,1
1557873150@k,106,1,24000.0,3,1,1
1557955954@k,209,1,48400.0,2,1,1
1558075527@k,140,2,119400.0,3,2,3
155851434@n,217,1,15400.0,2,1,1
1558668647@k,155,1,37068.0,3,1,1
1558808153@k,2,1,23100.0,4,1,1
1558853640@k,327,1,33500.0,1,1,1
1559378749@k,345,1,36900.0,1,1,1
1559562107@k,73,2,90119.0,4,2,2
1559604748@k,69,1,41680.0,4,1,1
155984038@n,282,1,37539.0,1,1,1
1559844808@k,356,1,33300.0,1,1,1
1559902637@k,279,1,37639.0,1,1,1
1560128868@k,193,1,41900.0,2,1,1
1560695000@k,299,1,26938.0,1,1,1
1561046833@k,253,2,73075.0,2,2,2
1561348682@k,324,1,23000.0,1,1,1
1561509135@k,290,1,40700.0,1,1,1
15615280@n,203,1,16900.0,2,1,1
156168547@n,288,1,39300.0,1,1,1
1561766129@k,161,1,17300.0,3,1,1
1561870365@k,76,1,33400.0,4,1,1
156189325@n,232,1,37900.0,2,1,1
15620655@n,98,2,211856.0,3,2,4
15621372@n,58,1,31118.0,4,1,1
1562294475@k,114,1,12300.0,3,1,1
1562342384@k,192,3,202426.0,2,3,4
1562346461@k,360,1,37733.0,1,1,1
1562433137@k,125,1,39900.0,3,1,1
1562434385@k,164,4,237187.0,3,3,4
1562524147@k,218,1,32800.0,2,1,1
1562617392@k,225,1,40800.0,2,1,1
1562703637@k,224,2,72855.0,2,2,2
1562932641@k,133,2,77600.0,3,2,2
15631082@n,6,1,36900.0,4,1,1
15631792@n,277,2,68900.0,1,2,2
1563507735@k,168,1,38900.0,3,1,1
1563618886@k,297,1,22300.0,1,1,1
1563661703@k,8,2,69596.0,4,2,2
15638203@n,30,1,10900.0,4,1,1
1563869892@k,12,1,35900.0,4,1,1
15638878@n,216,1,48200.0,2,1,1
1563896730@k,313,1,38700.0,1,1,1
156390016@n,226,1,14900.0,2,1,1
1563987398@k,295,1,38900.0,1,1,1
1564146321@k,134,1,38743.0,3,1,1
156416529@n,364,1,38900.0,1,1,1
1564555738@k,168,1,48300.0,3,1,1
15653365@n,207,1,35000.0,2,1,1
15654206@n,94,1,41000.0,3,1,1
1565666136@k,262,1,45600.0,2,1,1
1565694670@k,245,1,40700.0,2,1,1
1565836234@k,97,1,41000.0,3,1,1
1565906458@k,29,1,41900.0,4,1,1
15666148@n,274,1,40700.0,2,1,1
1566642394@k,271,1,30800.0,2,1,1
1566856407@k,82,4,160887.0,4,3,3
1566859899@k,306,1,46738.0,1,1,1
15670869@n,205,1,44200.0,2,1,1
1567234134@k,40,2,84200.0,4,2,2
1567598990@k,133,1,90700.0,3,1,2
1568457108@k,305,1,41800.0,1,1,1
1568516091@k,304,1,115500.0,1,1,3
1568610499@k,347,1,42001.0,1,1,1
1568616377@k,71,1,47400.0,4,1,1
1568621915@k,217,1,36000.0,2,1,1
1568842431@k,343,1,38900.0,1,1,1
1568948162@k,356,1,28545.0,1,1,1
1569060782@k,232,2,179396.0,2,2,3
1569159587@k,318,1,31710.0,1,1,1
1569212443@k,46,1,24500.0,4,1,1
1569237858@k,127,1,17900.0,3,1,1
15692592@n,92,1,13900.0,3,1,1
1569277918@k,134,1,14900.0,3,1,1
1569547554@k,281,1,34400.0,1,1,1
1569553715@k,290,1,35739.0,1,1,1
15696949@n,22,1,35900.0,4,1,1
1569723618@k,216,1,90600.0,2,1,2
156993230@n,29,1,18800.0,4,1,1
1570275689@k,63,2,113200.0,4,2,3
15703361@n,8,1,13900.0,4,1,1
1570448472@k,224,1,40700.0,2,1,1
1570709350@k,42,1,30900.0,4,1,1
1570785320@k,258,1,88800.0,2,1,2
1570887154@k,88,2,50029.0,4,2,1
1570933922@k,176,2,73600.0,3,2,2
1571084749@k,166,1,35400.0,3,1,1
1571233013@k,179,1,17900.0,3,1,1
1571234471@k,321,1,16389.0,1,1,1
1571762396@k,273,2,106372.0,2,2,3
1572089754@k,113,2,98500.0,3,2,2
1572402436@k,204,1,36000.0,2,1,1
1572423412@k,217,1,34200.0,2,1,1
1572706324@k,90,2,88300.0,3,2,2
1572850096@g,191,1,38800.0,2,1,1
1572936543@k,274,1,49467.0,2,1,1
15730060@n,154,1,45800.0,3,1,1
1573054223@k,17,1,41900.0,4,1,1
1573503269@k,69,4,134131.0,4,3,3
157399298@n,107,1,37000.0,3,1,1
1574119430@k,130,3,113701.0,3,3,3
1574163546@k,344,1,17400.0,1,1,1
157440888@n,64,1,31400.0,4,1,1
1574600947@k,345,1,38700.0,1,1,1
1574789537@k,353,1,36900.0,1,1,1
1575147013@k,277,1,33400.0,1,1,1
157573024@n,118,1,36000.0,3,1,1
157586214@n,112,1,11700.0,3,1,1
1576754282@k,97,1,11900.0,3,1,1
1576776841@k,86,2,74800.0,4,2,2
1576806269@k,204,2,150272.0,2,2,3
15770925@n,195,1,40793.0,2,1,1
15779019@n,89,2,78119.0,3,2,2
15785594@n,17,1,29800.0,4,1,1
157867606@n,42,2,74017.0,4,2,2
1578726590@k,26,2,55700.0,4,2,2
1579053338@k,113,1,93200.0,3,1,2
157906806@n,127,1,33900.0,3,1,1
157929812@n,190,1,40000.0,2,1,1
1579303219@k,30,2,62219.0,4,2,2
1579307589@k,204,1,35000.0,2,1,1
1579319156@k,225,3,30466.0,2,3,1
1579470032@k,128,1,40700.0,3,1,1
1580240640@k,86,1,41900.0,4,1,1
15807011@n,161,1,49700.0,3,1,1
1580798364@k,59,2,77087.0,4,2,2
15808889@n,168,1,77700.0,3,1,2
158099699@n,71,1,30300.0,4,1,1
1581087763@k,16,3,106542.0,4,3,3
15811668@n,8,1,43500.0,4,1,1
1581651739@k,134,1,52600.0,3,1,1
15817109@n,67,1,32400.0,4,1,1
15818719@n,111,1,46000.0,3,1,1
1581918974@k,62,3,55674.0,4,3,2
1581982544@k,356,1,32010.0,1,1,1
1582249610@k,32,6,144883.0,4,4,3
1582422506@k,269,1,38500.0,2,1,1
158247009@n,111,1,47000.0,3,1,1
158248736@n,131,1,86400.0,3,1,2
15826260@n,73,1,30400.0,4,1,1
1582656232@k,51,1,32900.0,4,1,1
1583120345@k,50,2,94800.0,4,2,2
1583405159@k,22,2,60699.0,4,2,2
158369881@n,338,1,13800.0,1,1,1
1584115274@k,274,1,43800.0,2,1,1
1584178685@k,146,2,35300.0,3,2,1
1584288577@k,271,1,37785.0,2,1,1
158443737@n,204,1,16100.0,2,1,1
1584834745@k,18,1,23100.0,4,1,1
1585028146@k,243,1,36900.0,2,1,1
1585133770@k,329,1,39638.0,1,1,1
15852381@n,71,1,53400.0,4,1,2
1585706631@k,150,2,74317.0,3,2,2
1585750951@k,288,1,40700.0,1,1,1
15863102@n,187,1,38800.0,2,1,1
15863307@n,76,1,45100.0,4,1,1
1586987628@k,332,1,40700.0,1,1,1
15870875@n,85,1,41000.0,4,1,1
1587103797@k,189,1,91500.0,2,1,2
158756576@n,142,1,42200.0,3,1,1
158763217@n,83,2,79900.0,4,2,2
1587638261@k,280,1,27500.0,1,1,1
1587686371@k,253,1,37700.0,2,1,1
1588046723@k,248,1,35354.0,2,1,1
1588062295@k,43,2,132776.0,4,2,3
1588341641@k,60,1,27195.0,4,1,1
15883615@n,35,1,25900.0,4,1,1
1588427874@k,359,1,27900.0,1,1,1
15888235@n,111,1,23800.0,3,1,1
1589052633@k,69,3,109820.0,4,3,3
1589101205@k,216,1,34919.0,2,1,1
1589155334@k,225,3,95500.0,2,3,2
15900394@n,350,1,36900.0,1,1,1
1590090349@g,76,1,31700.0,4,1,1
1590234911@k,301,1,28690.0,1,1,1
159048892@n,56,2,49700.0,4,2,1
15918785@n,267,1,37000.0,2,1,1
159256598@n,260,1,15400.0,2,1,1
15928022@n,206,1,35000.0,2,1,1
1593043833@k,194,2,77900.0,2,2,2
1593180522@k,341,1,47900.0,1,1,1
1593460730@k,361,1,15900.0,1,1,1
1593481454@k,363,1,39700.0,1,1,1
1594132953@k,118,3,100675.0,3,3,2
1594237161@k,70,2,69100.0,4,2,2
1594282384@k,24,3,120931.0,4,3,3
159438788@n,115,1,109780.0,3,1,3
159520434@n,183,1,31900.0,2,1,1
1595356800@k,238,1,17400.0,2,1,1
15954586@n,194,1,40000.0,2,1,1
1596146478@k,306,1,38700.0,1,1,1
1596713556@k,135,1,43800.0,3,1,1
1597410513@k,281,1,40700.0,1,1,1
15984900@n,49,1,57700.0,4,1,2
1599062303@k,207,1,111670.0,2,1,3
1599546312@k,294,1,17400.0,1,1,1
16001705@n,315,1,36500.0,1,1,1
16002104@n,195,1,15900.0,2,1,1
16002799@n,6,1,37900.0,4,1,1
16004501@n,60,1,30400.0,4,1,1
16004505@n,204,1,29999.0,2,1,1
16006166@n,237,1,13800.0,2,1,1
1600664280@k,364,1,38700.0,1,1,1
16008323@n,42,1,34900.0,4,1,1
1600903591@k,336,1,36900.0,1,1,1
1600921502@k,202,1,41900.0,2,1,1
16013707@n,353,1,14500.0,1,1,1
1601566262@k,6,2,76581.0,4,2,2
1601581487@k,49,2,78600.0,4,2,2
1602158407@k,300,1,38700.0,1,1,1
16022900@n,357,1,50439.0,1,1,1
1602339573@k,251,1,79300.0,2,1,2
1602773618@k,208,1,113814.0,2,1,3
1603241746@k,278,1,36500.0,1,1,1
1603578991@k,266,1,27900.0,2,1,1
16036334@n,327,1,38700.0,1,1,1
1603660822@k,281,1,40800.0,1,1,1
16038181@n,67,1,27400.0,4,1,1
1604522688@k,335,1,38900.0,1,1,1
16046756@n,54,1,48800.0,4,1,1
1604955267@k,229,1,40872.0,2,1,1
16052501@n,90,1,12900.0,3,1,1
16056610@n,138,1,69886.0,3,1,2
1606237095@k,316,1,40700.0,1,1,1
1606237247@k,54,1,39400.0,4,1,1
1606704293@k,346,1,74196.0,1,1,2
16067644@n,69,1,46888.0,4,1,1
1606948874@k,51,2,72295.0,4,2,2
1607466318@k,157,1,40786.0,3,1,1
1607619365@k,290,1,40700.0,1,1,1
1608725058@k,242,1,35900.0,2,1,1
16087830@n,42,1,153000.0,4,1,3
160894103@n,65,1,25300.0,4,1,1
16089532@n,88,2,67205.0,4,2,2
1609087432@k,244,1,38862.0,2,1,1
16094508@n,35,1,14900.0,4,1,1
1609863296@k,218,1,33875.0,2,1,1
1609889281@k,83,2,117116.0,4,2,3
1610157095@k,92,1,25200.0,3,1,1
1610204750@k,224,1,31800.0,2,1,1
1610321670@k,344,1,38700.0,1,1,1
1610444369@k,76,3,122971.0,4,3,3
161099321@n,194,1,39800.0,2,1,1
1611124025@k,126,3,94770.0,3,3,2
16115814@n,65,1,27400.0,4,1,1
1612297702@k,252,1,17400.0,2,1,1
1612476277@k,304,1,36619.0,1,1,1
1613322484@k,82,1,37837.0,4,1,1
1613625607@k,16,2,86603.0,4,2,2
16145916@n,113,1,11700.0,3,1,1
16146974@n,118,1,36000.0,3,1,1
16149160@n,15,2,82600.0,4,2,2
1615147980@k,294,1,29403.0,1,1,1
1615483060@k,222,1,39605.0,2,1,1
1615826600@k,105,1,74000.0,3,1,2
16160290@n,40,3,111018.0,4,3,3
1616035222@k,304,1,36900.0,1,1,1
16161786@n,119,1,36000.0,3,1,1
1616323966@k,216,1,34839.0,2,1,1
1616470824@k,242,1,49900.0,2,1,1
1616524712@k,265,1,40700.0,2,1,1
16168824@n,265,1,15400.0,2,1,1
1617343066@k,171,1,29800.0,3,1,1
1617395371@k,363,1,17400.0,1,1,1
1617506177@k,135,1,38195.0,3,1,1
1617546072@k,12,1,35900.0,4,1,1
1617554614@k,317,1,19500.0,1,1,1
1617868751@k,244,1,40800.0,2,1,1
1618446829@k,291,1,37700.0,1,1,1
161853994@n,159,2,60796.0,3,2,2
161857220@n,70,1,32400.0,4,1,1
16190161@n,114,1,36000.0,3,1,1
1619765417@k,79,1,39000.0,4,1,1
1619930966@k,256,1,37369.0,2,1,1
1620086910@k,77,1,38900.0,4,1,1
1620214927@k,79,2,84674.0,4,2,2
1620908878@k,242,1,40700.0,2,1,1
16216052@n,197,1,17900.0,2,1,1
1621765993@k,272,1,35800.0,2,1,1
16218874@n,185,1,16900.0,2,1,1
16220786@n,113,1,39000.0,3,1,1
16243748@n,35,1,23800.0,4,1,1
1624670279@k,357,1,42500.0,1,1,1
1625078270@k,238,1,40700.0,2,1,1
1625515661@k,164,1,39800.0,3,1,1
1625921906@k,229,1,36400.0,2,1,1
1626259247@k,61,2,75244.0,4,2,2
162627739@n,76,1,73100.0,4,1,2
16263645@n,188,1,40900.0,2,1,1
16265606@n,28,1,10900.0,4,1,1
1626988246@k,161,1,26580.0,3,1,1
1627580002@k,28,4,143800.0,4,3,3
1627783110@k,234,1,38700.0,2,1,1
1627825700@k,62,2,79966.0,4,2,2
1628083678@k,224,1,37700.0,2,1,1
1628173953@k,330,1,34400.0,1,1,1
1628639504@k,226,1,35900.0,2,1,1
1628697478@k,66,5,164521.0,4,4,3
1628767513@k,325,1,36900.0,1,1,1
1629120296@k,119,1,24600.0,3,1,1
16291726@n,23,1,27900.0,4,1,1
16297585@n,219,1,36900.0,2,1,1
1630057294@k,260,2,130340.0,2,2,3
1630355031@k,336,1,12900.0,1,1,1
16305447@n,19,1,35000.0,4,1,1
1631200618@k,266,1,39999.0,2,1,1
1631297415@k,26,2,44300.0,4,2,1
